Country Name,Country Code,Series Name,Series Code,1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0.000672532,0.013447238,0.053817493,0.148151042,0.26975293,0.472963763,0.812744451,1.018984614,1.977230109,2.944367787,4.128271818,8.298860616,12.8593889,15.2266732,18.02327746,24.66,32,42.55,49,58,66,67.97,70.52,70.09924123,73.09143462,76.00813853,80.86472187,82.64216156,84.99467026
Russian Federation,RUS,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2442,4126,8245,11442,17310,46313,168007,511677,749930,1348308,1923034
Russian Federation,RUS,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.09491841,28.86103661,57.57612368,79.73130508,120.3590605,321.4018459,1163.947693,3541.097215,5190.622322,9336.908183,13344.75748
Russian Federation,RUS,Mobile cellular subscriptions,IT.CEL.SETS,300,6000,10000,27744,88526,223002,484883,747160,1370630,3263200,7750499,17608756,36135135,73722222,120000000,150674000,171200000,199522340,230050000,237689224,203751647,208065063,218300372,221030353,227288088,229126152,227299663,229431008,239795946,238733217
Russian Federation,RUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.000202709,0.00404671,0.006739744,0.018701789,0.059723075,0.150655806,0.328222391,0.507028324,0.932935006,2.228887102,5.314723089,12.12593129,24.98783944,51.16733273,83.52351405,105.0701387,119.4978199,139.2838126,160.5071896,165.6610167,141.7866096,144.4957561,151.2556334,152.7878864,156.7665611,157.718498,156.187408,157.431312,164.3876311,163.5893357
Russian Federation,RUS,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,11000,343000,675000,1589000,2900000,4900000,9280000,12900000,15700000,17634806,20923296,23745346,24950550,26881463,27522702,31103235,32062780,32857614,33893305
Russian Federation,RUS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,0.007574939,0.237188236,0.468487637,1.105990532,2.022269285,3.420206294,6.478240887,9.000403155,10.94234698,12.27170131,14.53068301,16.45263962,17.24714162,18.54085073,18.94519321,21.37237509,22.0008863,22.52492345,23.22501795
Russian Federation,RUS,Fixed telephone subscriptions,IT.MLT.MAIN,22296491,22848601,23475147,24097265,25018894,25914510,28250447,29246000,30949000,32070000,33278200,35500000,36100000,38500000,40100000,43900000,45218214,45539288,45379601,44915829,44151461,42168388,40473148,38212576,35553328,32276615,31952072,30108289,27674128,25892405
Russian Federation,RUS,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,15.06564523,15.41027832,15.82164898,16.24358328,16.87871666,17.507338,19.12302401,19.84655275,21.06579127,21.9050041,22.81974592,24.4463925,24.9635432,26.72114671,27.91077428,30.61297297,31.56237145,31.79035318,31.66160496,31.30475068,30.72409993,29.28484494,28.0429739,26.41455639,24.52206368,22.21753909,21.95564763,20.65975074,18.97148146,17.74248841
Rwanda,RWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0.000883372,0.001625791,0.011763573,0.067176482,0.06283146,0.24067241,0.292784719,0.356918467,0.430854243,0.556041165,..,2.115387178,4.5,7.7,8,7,8.023854277,9,10.6,18,20,21.76763262,25,26,26.5
Rwanda,RWA,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,8,27,44,63,84,149,219,449,900,1061
Rwanda,RWA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.896473453,0.777202098,2.559322246,4.06972625,5.684058894,7.38846973,12.76906192,18.27900268,36.49822236,71.27618747,81.91652868
Rwanda,RWA,Mobile cellular subscriptions,IT.CEL.SETS,0,0,0,0,0,0,0,5000,11000,39000,65000,82391,130720,137271,222978,314201,635137,1322637,2429252,3548761,4446194,5690751,6689158,7747019,8759619,8921533,8819217,9700609,9658548,10614408
Rwanda,RWA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0,0.071810171,0.146642539,0.491575096,0.789682518,0.977695661,1.527609449,1.581367669,2.52231422,3.474392251,6.848756119,13.88663214,24.83194433,35.34855585,43.19489969,53.94243973,61.87054978,69.89604489,77.04779924,76.45612537,73.61026382,78.85411036,76.49153596,81.95050454
Rwanda,RWA,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,..,1148,1180,1704,2543,1120,2214,3942,8645,5498,2781,2917,21125,21721,21780,7501,8885,17685
Rwanda,RWA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,0.013225008,0.013348092,0.018842602,0.027421465,0.011759105,0.022631627,0.039265537,0.083986418,0.052115359,0.02572252,0.026318093,0.185811136,0.186145531,0.181788422,0.060973974,0.070365369,0.136540321
Rwanda,RWA,Fixed telephone subscriptions,IT.MLT.MAIN,11298,11763,11000,10000,6900,10254,11621,10825,12651,17568,21500,25105,25565,22972,23601,23362,23123,16770,33451,39664,38901,44363,45338,49612,16983,13403,12333,12960,11393,11671
Rwanda,RWA,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0.159487629,0.175508382,0.175613454,0.168456205,0.118221638,0.170527483,0.181015252,0.15546902,0.168652251,0.221435674,0.261202679,0.297909354,0.298755627,0.264638402,0.266973145,0.258333843,0.249337998,0.176071606,0.341937917,0.395085811,0.377924308,0.420515404,0.419348293,0.447615086,0.14937896,0.114861588,0.10293832,0.105348981,0.090227648,0.090108119
Samoa,WSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,..,0.174571863,0.230359015,0.285308333,0.566392533,1.689902831,2.244832676,2.799630449,3.07552941,3.352592112,4.469173873,4.749983235,5.031615316,6,7,11,12.92249,15.3,21.2,25.40700977,29.41173011,33.61093932,..,..,..
Samoa,WSM,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,7,12,14,15,25,29,58,105,93,102
Samoa,WSM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.88981629,37.3395068,63.46217919,73.40911951,78.03558423,129.1922898,149.0696001,296.8908363,535.3646598,471.8584628,514.0869916
Samoa,WSM,Mobile cellular subscriptions,IT.CEL.SETS,0,0,0,0,0,0,766,1480,2432,2500,2500,2700,10500,16000,24000,45500,86000,..,..,90000,..,100302,99887,106524,120517,151008,124211,100000,84000,69000
Samoa,WSM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0.445172839,0.856288222,1.400849034,1.433042521,1.425378581,1.530551509,5.916026233,8.959068257,13.35358627,25.15535505,47.24080727,..,..,48.40036784,..,53.04486247,52.37418597,55.41746219,62.27850325,77.62510602,63.58317294,50.98685049,42.61860911,34.77577187
Samoa,WSM,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,..,32,65,98,130,160,200,200,..,1084,1238,2021,2084,2169,1692,1692,1692,1692
Samoa,WSM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,0.017918137,0.036165963,0.054180765,0.071410523,0.087306221,0.108368192,0.107556373,..,0.573275019,0.649125935,1.051393968,1.076930232,1.114966458,0.866128834,0.86269751,0.858460555,0.852762406
Samoa,WSM,Fixed telephone subscriptions,IT.MLT.MAIN,4167,6500,7100,7400,7800,8251,8451,8480,8500,8520,9670,11786,13287,16393.5,19500,..,..,..,..,8000,..,8270,8382,11778,11453,9679,8454,..,6000,6000
Samoa,WSM,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2.540900138,3.927729772,4.248469653,4.3866409,4.586778317,4.820494844,4.911430365,4.906300083,4.896059536,4.883808912,5.51336435,6.681140771,7.486308625,9.179405342,10.84978885,..,..,..,..,4.302254919,..,4.373601849,4.394970585,6.127322197,5.918465426,4.975454288,4.327572792,..,3.044186365,3.023980163
San Marino,SMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,1.362132711,1.428075186,1.41854848,1.408557941,42.80331575,48.79949531,50.34166909,50.83483994,50.00345304,50.56634304,50.2595642,50.20865936,50.36482211,54.52,54.21,..,49.6,..,..,..,..,..,60.18230126,..,..,..
San Marino,SMR,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,37,50,69,94,112,156,635,2002,2531,3277
San Marino,SMR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,960.8917075,1168.851682,1557.486839,2119.555201,2853.586716,3366.396153,4656.299436,18858.95875,59258.82074,74740.13702,96558.43008
San Marino,SMR,Mobile cellular subscriptions,IT.CEL.SETS,0,900,1300,1900,2340,2279,2350,4980,9580,14503,15854,16759,16900,17085,17150,17390,17500,24402,29949,30587,35465,36000,36780,37600,36624,36570,38000,38500,38750,39000
San Marino,SMR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,3.625815809,5.156888413,7.427097178,9.024992286,8.681243334,8.84722536,18.55439642,35.29195064,52.81115724,57.00417086,59.48181012,59.16952594,59.03593642,58.4845178,58.55218855,58.21109004,80.18006177,97.18652648,97.94421851,112.0147816,112.1320667,112.9849783,114.1192182,110.0745371,109.1511461,112.856761,113.9558976,114.4418193,114.9391412
San Marino,SMR,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,600,1076,1220,1480,1599,4900,5446,5992,6538,9902,10231,11700,11641,12000,10500,10858,11081,11000
San Marino,SMR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,2.100693229,3.718037319,4.160414677,4.983164983,5.318830456,16.10041401,17.67263759,19.18729386,20.65001105,30.84254789,31.42874697,35.5105014,34.98737677,35.81661891,31.18410502,32.13852301,32.7259303,32.41873213
San Marino,SMR,Fixed telephone subscriptions,IT.MLT.MAIN,10800,13504,14100,14432,16088,17063,17538,19325,19904,20302,20501,20601,20689,20754,20849,21000,21080,21300,20428,19556,18685,18700,18752,18600,16550,16000,18000,16500,16000,16000
San Marino,SMR,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,44.15372036,54.40335187,55.93240509,56.41466656,62.04875039,64.99695261,66.02665462,72.00074516,73.32473752,73.92760906,73.71278585,73.11801242,72.43540368,71.71389081,71.0987587,70.70707071,70.11941589,69.98751396,66.29023884,62.6212815,59.01582388,58.24637907,57.60452186,56.45259196,49.7415244,47.75549188,53.45846574,48.83824182,47.25339634,47.15451947
Sao Tome and Principe,STP,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,..,..,0.295847047,0.363203161,4.638516816,6.310917888,7.580665169,10.16184431,13.32285269,13.75948422,14.18201978,14.5904832,15.48,16.41,18.75,20.1612,21.5724,23,24.41,25.82,28,29.9312292,31.9,32,33
Sao Tome and Principe,STP,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,1,1,2,2,3,3,8,12,13,7
Sao Tome and Principe,STP,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,5.419437354,5.308024672,10.41254503,10.21831428,15.04219335,14.7622539,38.63129328,56.86341408,60.4516201,31.93998932
Sao Tome and Principe,STP,Mobile cellular subscriptions,IT.CEL.SETS,0,0,0,0,0,0,0,0,0,0,0,1980,4819,7745,11953,18424,30099,50551,80829,102730,115038,122172,125329,128500,184971,178047,173963,162610,165761,174203
Sao Tome and Principe,STP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0,0,0,0,0,1.342855399,3.203802812,5.037824336,7.590555781,11.39527836,18.09921828,29.5412576,45.95794764,56.95483199,62.34310984,64.84575699,65.24595626,65.65266928,92.7489069,87.60991404,84.00397897,77.05612525,77.07806339,79.48703909
Sao Tome and Principe,STP,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,125,308,344,443,585,737,778,978,1100,1314,1425,1479,1557,1642,2512
Sao Tome and Principe,STP,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.077312733,0.185207456,0.201028518,0.251882008,0.324331517,0.399406039,0.4129424,0.509144294,0.562007286,0.658871194,0.701186358,0.714185688,0.737816783,0.763522059,1.146199791
Sao Tome and Principe,STP,Fixed telephone subscriptions,IT.MLT.MAIN,2218,2360,2386,2460,2499,2596,4300,4295,4526,4614,5441,6366,6970,7050,7112,7593,7654,7643,7694,7804,7960,8035,6976,6800,6441,5733,5569,5299,4784,2790
Sao Tome and Principe,STP,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,1.818688707,1.894425893,1.877823425,1.900685328,1.897811328,1.940122267,3.165675246,3.115750682,3.233804186,3.243311636,3.75876481,4.31748357,4.633846358,4.585753592,4.516358464,4.696284659,4.602525556,4.466456288,4.374673065,4.326637874,4.313801999,4.264771449,3.631687725,3.474226857,3.229672269,2.820983432,2.689181946,2.511041189,2.224536865,1.273048335
Saudi Arabia,SAU,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0.010956134,0.026732651,0.052099031,0.101429893,0.49358534,2.210691809,4.681053166,6.38470502,8.001582891,10.234533,12.70503599,19.45955435,30,36,38,41,47.5,54,60.5,64.71365737,69.6162358,74.87927469,94.17559961,93.31000185,95.7247356,97.86
Saudi Arabia,SAU,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,359,577,1176,1556,2189,2836,3442,5521,5445,6256,7977
Saudi Arabia,SAU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.0919322,20.41206836,40.3362645,51.77682008,70.80338031,89.413865,106.0923158,166.7916219,161.5594831,182.5581717,229.1328338
Saudi Arabia,SAU,Mobile cellular subscriptions,IT.CEL.SETS,15331,15828,15910,15959,16008,190736,332068,627321,836628,1375881,2528640,5007965,7238224,9175764,14164184,19700000,28400000,36000000,44864355,51564375,54000000,53000000,53104000,52735000,52796066,47932521,40210965,41310584,41298629,43215439
Saudi Arabia,SAU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.091404517,0.09158296,0.089566701,0.087617153,0.085885417,1.002088648,1.711060804,3.170961736,4.142845237,6.65839844,11.92606091,22.96671917,32.23198617,39.66580269,59.47293905,80.41371017,112.7673395,139.0576626,168.4710647,188.0438646,191.0315025,181.787624,176.7066942,170.5718129,166.4563349,147.7417643,121.4789509,122.5733112,120.5147446,124.1328176
Saudi Arabia,SAU,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,14000,34782,45982,68700,67798,218176,623116,1048098,1437718,1711598,1951457,2540151,..,..,6335557,6397541,6653291,6821873,6801949,7890261
Saudi Arabia,SAU,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,0.066029507,0.159511583,0.204758956,0.296982425,0.284671981,0.890575717,2.474194842,4.048501613,5.398804512,6.241819136,6.903514127,8.712604056,..,..,19.97485187,19.71905451,20.0998611,20.24129125,19.84896754,22.66413005
Saudi Arabia,SAU,Fixed telephone subscriptions,IT.MLT.MAIN,1466311,1568370,1614676,1675654,1719412,1796041,1877049,2167037,2706182,2964730,3232925,3417000,3502629,3695133,3844000,3951000,3996000,4100000,4171000,4165750,4633158,4801824,4939715,..,3746906,4238774,4659836,5387405,5377978,5749058
Saudi Arabia,SAU,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,8.742250947,9.074802066,9.089956156,9.199575942,9.224913617,9.436038804,9.671949636,10.95386797,13.40057135,14.34742802,15.24774601,15.67049278,15.59729147,15.97364715,16.14028579,16.12764309,15.86684115,15.83712269,15.66260812,15.19156839,16.39035434,16.47004106,16.43719321,..,11.81330897,13.06511605,14.07755295,15.98505772,15.69363586,16.51369938
Senegal,SEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0.000692848,0.011238219,0.027347441,0.079871379,0.311090952,0.403967486,0.983794059,1.006454537,2.10143643,4.38602398,4.786684083,5.611738652,6.89,7.12,7.5,8,9.8,10.8,13.1,17.7,21.7,25.66476804,29.64312367,35.3,39.5,42.6
Senegal,SEN,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,13,28,30,43,92,106,136,272,316,441
Senegal,SEN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.025386762,0.997405671,2.089241971,2.176684531,3.033565342,6.310684606,7.069723615,8.820084162,17.15620294,19.39083091,26.33790275
Senegal,SEN,Mobile cellular subscriptions,IT.CEL.SETS,0,0,0,98,122,1412,6942,27487,87879,250251,301811,553449,782423,1121314,1730106,2982623,3630804,5389133,6900000,8343717,9352868,11470646,13133772,14379729,14959477,15186485,15758366,16559942,17880594,19078948
Senegal,SEN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0.001158246,0.001403886,0.015842276,0.076027746,0.294048615,0.918398507,2.55417222,3.007252615,5.381808627,7.422335051,10.37285283,15.60043195,26.20411855,31.06681909,44.89185528,55.95010135,65.8117968,71.75851664,85.58911242,95.29362905,101.4461642,102.6135684,101.2869961,102.1986069,104.450641,109.721371,113.9454801
Senegal,SEN,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,1200,2383,7665,18028,28926,38132,47358,58720,78647,92713,95561,106733,103362,100611,98353,111795,129820,152047,153813
Senegal,SEN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,0.011668953,0.022605962,0.070906024,0.162559165,0.254132129,0.326274827,0.394495456,0.476040536,0.620335084,0.71132698,0.713035793,0.774413848,0.729198612,0.690134671,0.655970089,0.725030327,0.818830296,0.933011806,0.918619628
Senegal,SEN,Fixed telephone subscriptions,IT.MLT.MAIN,48469,58095,63863,72089,81988,95070,115902,139549,165874,205888,237160,224623,228844,244948,266612,282573,269088,237752,278788,341857,346406,340019,343718,311945,300219,285933,290636,302243,207592,228774
Senegal,SEN,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0.624963252,0.727087634,0.776283737,0.852008281,0.943457454,1.066660862,1.269341379,1.492858086,1.733502133,2.101383851,2.363068378,2.184262686,2.170893292,2.265921548,2.404050598,2.482572015,2.302439959,1.980490809,2.260122428,2.696426954,2.65774955,2.53707807,2.493886416,2.200710715,2.059332883,1.90704397,1.884877805,1.906375946,1.273854708,1.366310305
Serbia,SRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,23.5,26.3,27.2,33.15,35.6,38.1,40.9,42.2,48.1,53.45036418,62.07508046,65.3170254,67.05684137,70.33083553,73.36070915,77.41677362,78.36804077
Serbia,SRB,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54,188,382,484,664,1001,3894,40739,48178,56061,64584
Serbia,SRB,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.405948568,25.98803251,53.06235786,67.55877753,93.12010699,141.0776557,551.6891975,5802.567151,6899.718214,8071.865099,9361.18575
Serbia,SRB,Mobile cellular subscriptions,IT.CEL.SETS,..,..,..,..,..,..,..,..,..,..,..,..,..,4729629,5510690,6643722,8452642,9618767,9912339,9915348,10182023,9137894,9198717,9344977,9155664,9094447,8621771,8431365,8453887,8260758
Serbia,SRB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,51.17181283,73.72001754,89.37585492,114.2961107,130.6946168,135.3233088,136.0150378,141.0434365,127.1991843,128.668141,131.3531175,129.3835881,129.1774948,123.1427546,121.0748239,122.0477413,120.2168595
Serbia,SRB,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33486,121727,325730,457181,590586,859892,970407,1063977,1173635,1191078,1320230,1450958,1480754,1552160,1623790,1730496
Serbia,SRB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.447963596,1.637554174,4.404501237,6.211928785,8.062683457,11.79567705,13.44227351,14.81052489,16.41635824,16.74180777,18.65687672,20.60940259,21.14926578,22.28909538,23.44245929,25.18349944
Serbia,SRB,Fixed telephone subscriptions,IT.MLT.MAIN,..,..,..,..,..,..,..,..,..,..,..,..,..,2685419,2527328,2719402,2993403,3084872,3105728,3110339,3030432,2976849,3031657,2856134,2770462,2684419,2609601,2574691,2565392,2572254
Serbia,SRB,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,29.05465914,33.80967982,36.58324033,40.4766132,41.91557649,42.39941646,42.66646785,41.97815535,41.43764029,42.40566051,40.14585643,39.15088127,38.12947852,37.27232554,36.97269178,37.03625317,37.43340473
Seychelles,SYC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0.651474286,1.28295593,2.526177514,6.229054803,7.395629183,11.01510293,14.30417083,14.59250432,24.27213922,25.41326815,34.95197117,38.38,40.44,..,41,43.16400446,47.076,50.4,51.25470199,54.25961786,56.51470815,58.76981124,70.1,75,79
Seychelles,SYC,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,14,20,32,36,94,2930,14874,25570,9413,6017
Seychelles,SYC,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.83747354,160.1079585,226.4928711,355.7571513,394.0498473,1006.219292,30947.32617,155191.3024,264256.6297,96419.97439,61109.8698
Seychelles,SYC,Mobile cellular subscriptions,IT.CEL.SETS,0,0,0,0,50,1043,2247,5190,16316,25961,36683,44731,49229,54369,58806,70340,77278,93476,110668,117587,126594,136480,136790,151336,148244,151857,167282,178946,193672,183498
Seychelles,SYC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0.065232423,1.344176096,2.86771744,6.564302337,20.42129241,32.05220011,44.5106414,53.20242159,57.36977042,62.21207648,66.33652197,78.56935415,85.78057011,103.3466373,121.8783727,128.8426981,137.7773908,147.3818343,146.4639435,160.6283501,156.0824612,158.6636715,173.49665,184.2980143,198.1522217,186.5822038
Seychelles,SYC,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,..,349,948,2475,3493,3417,4554,6793,9412,10577,12411,11827,13420,14035,15221,19689,26974,34966
Seychelles,SYC,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,0.399345485,1.069398069,2.764560016,3.877319954,3.777819545,5.015308033,7.443241585,10.24346179,11.42187618,13.28871995,12.55320278,14.1295879,14.66408944,15.78647141,20.27786933,27.59799057,35.55370271
Seychelles,SYC,Fixed telephone subscriptions,IT.MLT.MAIN,9349,10068,10909,12110,13111,15712,17844,18750,19635,20621,21247,21249,21191,21268,21404,20679,22722,22322,26078,22045,27912,20948,21752,21208,21341,20836,19652,20290,20122,18882
Seychelles,SYC,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,13.08723893,13.85727066,14.7289543,16.05249205,17.10524599,20.24898832,22.77327548,23.71496509,24.57539082,25.45928194,25.78081394,25.27326142,24.69525696,24.33604522,24.14493277,23.09831781,25.22200515,24.67910093,28.71963173,24.15519811,30.37776302,22.62129737,23.29032603,22.510216,22.46941397,21.76993,20.38208633,20.89684436,20.58748299,19.19936551
Sierra Leone,SLE,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0.002506116,0.004987835,0.014805065,0.048490656,0.118254246,0.160264445,0.176198957,0.190173282,0.203007681,0.21539161,0.227669467,0.239834699,0.25,0.26,0.58,0.9,2.5,4,6.057298984,6.344421603,11.77318438,13.23693043,15.8,16.8,18
Sierra Leone,SLE,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,4,9,7,5,7,11,14,..,41,52
Sierra Leone,SLE,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.467607576,0.609455272,1.340764945,1.019817234,0.712539687,0.976030231,1.500918426,1.869551509,..,5.24752512,6.518753639
Sierra Leone,SLE,Mobile cellular subscriptions,IT.CEL.SETS,0,0,0,0,0,0,0,0,0,11940,26895,67000,113214,..,..,..,776000,1008800,1160000,2000000,2137000,2210000,4000000,4756800,5657000,6279270,6625000,6355151,6729804,6884201
Sierra Leone,SLE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0,0,0,0.260438763,0.565725551,1.349237962,2.176744401,..,..,..,12.95571866,16.44710295,18.49273379,31.17384813,32.56013798,32.92323791,58.27521958,67.78822393,78.87713099,85.67897704,88.46989546,83.07224041,86.13360825,86.30081072
Sierra Leone,SLE,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,Fixed telephone subscriptions,IT.MLT.MAIN,13560,13839,14470,15754,16627,17189,17382,17407,18230,18980,22745,24000,25300,26500,27800,29000,30300,31500,32800,14000,16000,18000,16000,16500,17000,17000,17000,4352,476,189
Sierra Leone,SLE,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0.311820193,0.318304474,0.334260654,0.365541125,0.386318915,0.398570165,0.400941019,0.397285577,0.408526575,0.413997297,0.478431963,0.483309121,0.486438367,0.487671032,0.492416782,0.49749221,0.505874066,0.513564376,0.52289799,0.218216937,0.243782034,0.268153069,0.233100878,0.235138264,0.237035748,0.2319605,0.22701709,0.056887773,0.006092242,0.002369317
Singapore,SGP,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.161504498,0.471368155,0.763278139,1.185203797,2.873418722,8.34995903,13.47162042,19.59076716,24.15543693,36,41.67042518,47,53.83794329,62,61,59,69.9,69,69,71,71,72,80.90205685,82.1,83.2,84.45226789,84.45226789,88.16563603,88.94925269,92.00434653
